Number,Name,Type1,Type2,Total,Attack,Defense,SP Attack,SP Defense,Speed,Weight,Ability1,Ability2,AbilityHA,Possible Moves
0802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,22.2 kg (48.9 lbs),Technician,,,"Acrobatics, Agility, Assurance, Aura Sphere, Blaze Kick, Bounce, Brick Break, Bulk Up, Calm Mind, Close Combat, Coaching, Copycat, Counter, Drain Punch, Endeavor, Endure, Facade, False Swipe, Feint, Fire Punch, Fling, Focus Blast, Force Palm, Foul Play, Giga Impact, Grass Knot, Hex, Hyper Beam, Ice Punch, Iron Head, Laser Focus, Low Kick, Low Sweep, Mega Kick, Mega Punch, Outrage, Payback, Phantom Force, Poison Jab, Poltergeist, Protect, Psych Up, Rest, Revenge, Reversal, Rock Slide, Rock Tomb, Role Play, Round, Shadow Ball, Shadow Claw, Shadow Punch, Shadow Sneak, Skitter Smack, Sleep Talk, Snore, Spectral Thief, Stone Edge, Substitute, Sucker Punch, Superpower, Swift, Thief, Throat Chop, Thunder Punch, Will-O-Wisp, Work Up, Zen Headbutt"
0803,Poipole,Poison,,420,67,73,67,73,67,1.8 kg (4.0 lbs),Beast Boost,,,"Acid, Charm, Dragon Pulse, Endure, Facade, Fell Stinger, Fury Attack, Gastro Acid, Growl, Gunk Shot, Helping Hand, Iron Tail, Nasty Plot, Peck, Pin Missile, Poison Jab, Protect, Rest, Round, Sleep Talk, Sludge Bomb, Sludge Wave, Snore, Substitute, Toxic, Toxic Spikes, Uproar, Venom Drench, Venoshock"
0804,Naganadel,Poison,Dragon,540,73,73,73,127,73,150.0 kg (330.7 lbs),Beast Boost,,,"Acid, Acrobatics, Air Cutter, Air Slash, Assurance, Breaking Swipe, Charm, Cross Poison, Dragon Pulse, Dragon Rush, Dual Wingbeat, Facade, Fell Stinger, Fly, Fury Attack, Gastro Acid, Giga Impact, Growl, Helping Hand, Hex, Hyper Beam, Nasty Plot, Peck, Pin Missile, Poison Jab, Protect, Rest, Round, Scale Shot, Shadow Claw, Smart Strike, Snarl, Snore, Swift, Thief, Toxic, U-turn, Venom Drench, Venoshock"
0805,Stakataka,Rock,Steel,570,61,131,211,53,101,820.0 kg (1807.8 lbs),Beast Boost,,,"Ally Switch, Autotomize, Block, Body Press, Body Slam, Brutal Swing, Bulldoze, Double-Edge, Earthquake, Endure, Facade, Flash Cannon, Giga Impact, Gyro Ball, Harden, Heat Crash, Heavy Slam, High Horsepower, Iron Defense, Iron Head, Light Screen, Magic Room, Magnet Rise, Mega Kick, Meteor Beam, Protect, Reflect, Rest, Rock Blast, Rock Slide, Rock Throw, Rock Tomb, Round, Safeguard, Sandstorm, Skill Swap, Sleep Talk, Snore, Stealth Rock, Steel Roller, Stomp, Stomping Tantrum, Stone Edge, Substitute, Superpower, Tackle, Take Down, Trick Room, Wide Guard, Wonder Room, Zen Headbutt"
0806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,13.0 kg (28.7 lbs),Beast Boost,,,"Astonish, Calm Mind, Confuse Ray, Dark Pulse, Ember, Encore, Endure, Expanding Force, Facade, Fire Blast, Fire Punch, Fire Spin, Flamethrower, Fling, Foul Play, Heat Wave, Hyper Beam, Hypnosis, Incinerate, Light Screen, Magic Coat, Mind Blown, Mystical Fire, Night Shade, Overheat, Payback, Protect, Psychic, Psyshock, Rest, Rock Blast, Round, Self-Destruct, Shadow Ball, Shadow Claw, Sleep Talk, Snore, Solar Beam, Stored Power, Substitute, Sunny Day, Taunt, Thief, Trick, Uproar, Will-O-Wisp, Zen Headbutt"
0807,Zeraora,Electric,,600,88,112,75,102,80,44.5 kg (98.1 lbs),Volt Absorb,,,"Acrobatics, Agility, Assurance, Aura Sphere, Blaze Kick, Bounce, Brick Break, Brutal Swing, Bulk Up, Calm Mind, Charge, Close Combat, Coaching, Discharge, Drain Punch, Electric Terrain, Electro Ball, Electroweb, Endure, Facade, Fake Out, False Swipe, Fire Punch, Fling, Focus Blast, Fury Swipes, Giga Impact, Grass Knot, Helping Hand, Hone Claws, Hyper Beam, Iron Tail, Low Kick, Low Sweep, Mega Kick, Mega Punch, Outrage, Pay Day, Plasma Fists, Play Rough, Power-Up Punch, Protect, Quick Attack, Quick Guard, Rest, Revenge, Reversal, Rising Voltage, Round, Scary Face, Scratch, Slash, Sleep Talk, Snarl, Snore, Spark, Substitute, Superpower, Swift, Taunt, Throat Chop, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Volt Switch, Wild Charge, Work Up"
0808,Meltan,Steel,,300,46,65,65,55,35,8.0 kg (17.6 lbs),Magnet Pull,,,"Acid Armor, Endure, Facade, Flash Cannon, Gyro Ball, Harden, Headbutt, Iron Defense, Protect, Rest, Round, Sleep Talk, Snore, Substitute, Tail Whip, Thunder Shock, Thunder Wave, Thunderbolt"
0809,Melmetal,Steel,,600,135,143,143,80,65,800.0 kg (1763.7 lbs),Iron Fist,,,"Acid Armor, Brick Break, Brutal Swing, Discharge, Double Iron Bash, Dynamic Punch, Electric Terrain, Facade, Flash Cannon, Giga Impact, Harden, Headbutt, Hyper Beam, Ice Punch, Mega Kick, Mega Punch, Protect, Rest, Rock Slide, Rock Tomb, Round, Self-Destruct, Snore, Solar Beam, Steel Roller, Superpower, Tail Whip, Thunder Punch, Thunder Shock, Thunder Wave"
0810,Grookey,Grass,,310,50,65,50,40,40,5.0 kg (11.0 lbs),Overgrow,,Grassy Surge,"Acrobatics, Body Slam, Branch Poke, Bullet Seed, Drain Punch, Endeavor, Endure, Energy Ball, Facade, Fake Out, False Swipe, Fling, Giga Drain, Grass Knot, Grass Pledge, Grassy Terrain, Growl, Growth, Hammer Arm, Knock Off, Leaf Storm, Leech Seed, Low Kick, Magical Leaf, Protect, Razor Leaf, Rest, Scratch, Screech, Seed Bomb, Slam, Sleep Talk, Solar Beam, Strength, Substitute, Sunny Day, Swift, Swords Dance, Take Down, Taunt, Tera Blast, Thief, Trailblaze, U-turn, Uproar, Wood Hammer, Worry Seed"
0811,Thwackey,Grass,,420,70,85,70,55,60,14.0 kg (30.9 lbs),Overgrow,,Grassy Surge,"Acrobatics, Body Slam, Branch Poke, Bullet Seed, Double Hit, Drain Punch, Endeavor, Endure, Energy Ball, Facade, Fake Out, False Swipe, Fling, Giga Drain, Grass Knot, Grass Pledge, Grassy Terrain, Growl, Growth, Hammer Arm, Knock Off, Leaf Storm, Leech Seed, Low Kick, Magical Leaf, Protect, Razor Leaf, Rest, Scary Face, Scratch, Screech, Seed Bomb, Slam, Sleep Talk, Solar Beam, Strength, Substitute, Sunny Day, Swift, Swords Dance, Take Down, Taunt, Tera Blast, Thief, Trailblaze, U-turn, Uproar, Wood Hammer, Worry Seed"
0812,Rillaboom,Grass,,530,100,125,90,60,70,90.0 kg (198.4 lbs),Overgrow,,Grassy Surge,"Acrobatics, Body Press, Body Slam, Boomburst, Branch Poke, Brick Break, Bulk Up, Bulldoze, Bullet Seed, Double Hit, Drain Punch, Drum Beating, Earth Power, Earthquake, Endeavor, Endure, Energy Ball, Facade, Fake Out, False Swipe, Fling, Focus Blast, Frenzy Plant, Giga Drain, Giga Impact, Grass Knot, Grass Pledge, Grassy Terrain, Growl, Growth, Hammer Arm, Hyper Beam, Hyper Voice, Knock Off, Leaf Storm, Leech Seed, Low Kick, Low Sweep, Magical Leaf, Mud Shot, Noble Roar, Protect, Razor Leaf, Rest, Scary Face, Scratch, Screech, Seed Bomb, Slam, Sleep Talk, Snarl, Solar Beam, Stomping Tantrum, Strength, Substitute, Sunny Day, Swift, Swords Dance, Take Down, Taunt, Tera Blast, Thief, Trailblaze, U-turn, Uproar, Wood Hammer, Worry Seed"
0813,Scorbunny,Fire,,310,50,71,40,40,40,4.5 kg (9.9 lbs),Blaze,,Libero,"Acrobatics, Agility, Baton Pass, Bounce, Counter, Double Kick, Double-Edge, Electro Ball, Ember, Endure, Facade, Fire Blast, Fire Fang, Fire Pledge, Fire Spin, Flame Charge, Flamethrower, Flare Blitz, Growl, Gunk Shot, Headbutt, Heat Wave, Helping Hand, High Jump Kick, Low Kick, Low Sweep, Overheat, Protect, Quick Attack, Rest, Reversal, Sand Attack, Sleep Talk, Substitute, Sucker Punch, Sunny Day, Super Fang, Swift, Tackle, Take Down, Taunt, Tera Blast, Trailblaze, U-turn"
0814,Raboot,Fire,,420,65,86,60,55,60,9.0 kg (19.8 lbs),Blaze,,Libero,"Acrobatics, Agility, Baton Pass, Bounce, Bulk Up, Counter, Double Kick, Double-Edge, Electro Ball, Ember, Endure, Facade, Fire Blast, Fire Fang, Fire Pledge, Fire Spin, Flame Charge, Flamethrower, Flare Blitz, Growl, Gunk Shot, Headbutt, Heat Wave, Helping Hand, High Jump Kick, Low Kick, Low Sweep, Mud Shot, Overheat, Protect, Quick Attack, Rest, Reversal, Sand Attack, Sleep Talk, Substitute, Sucker Punch, Sunny Day, Super Fang, Swift, Swords Dance, Tackle, Take Down, Taunt, Tera Blast, Trailblaze, U-turn"
0815,Cinderace,Fire,,530,80,116,75,65,75,33.0 kg (72.8 lbs),Blaze,,Libero,"Acrobatics, Agility, Baton Pass, Blast Burn, Bounce, Bulk Up, Counter, Court Change, Double Kick, Double-Edge, Electro Ball, Ember, Endure, Facade, Feint, Fire Blast, Fire Fang, Fire Pledge, Fire Punch, Fire Spin, Flame Charge, Flamethrower, Flare Blitz, Fling, Focus Blast, Giga Impact, Growl, Gunk Shot, Headbutt, Heat Wave, Helping Hand, High Jump Kick, Hyper Beam, Iron Head, Low Kick, Low Sweep, Mud Shot, Mud-Slap, Overheat, Protect, Pyro Ball, Quick Attack, Rest, Reversal, Sand Attack, Shadow Ball, Sleep Talk, Snarl, Substitute, Sucker Punch, Sunny Day, Super Fang, Swift, Swords Dance, Tackle, Take Down, Taunt, Tera Blast, Trailblaze, U-turn, Will-O-Wisp, Zen Headbutt"
0816,Sobble,Water,,310,50,40,40,70,40,4.0 kg (8.8 lbs),Torrent,,Sniper,"Aqua Jet, Aqua Ring, Bind, Chilling Water, Double Team, Endure, Facade, Fell Stinger, Growl, Haze, Hydro Pump, Ice Shard, Light Screen, Liquidation, Mist, Mud Shot, Pound, Protect, Rain Dance, Reflect, Rest, Sleep Talk, Soak, Substitute, Sucker Punch, Surf, Swift, Take Down, Tearful Look, Tera Blast, U-turn, Water Gun, Water Pledge, Water Pulse, Waterfall"
0817,Drizzile,Water,,420,65,60,55,95,55,11.5 kg (25.4 lbs),Torrent,,Sniper,"Aqua Jet, Aqua Ring, Baton Pass, Bind, Chilling Water, Double Team, Endure, Facade, Fell Stinger, Fling, Growl, Haze, Hydro Pump, Ice Shard, Light Screen, Liquidation, Mist, Mud Shot, Pound, Protect, Rain Dance, Reflect, Rest, Sleep Talk, Soak, Substitute, Sucker Punch, Surf, Swift, Take Down, Tearful Look, Tera Blast, U-turn, Water Gun, Water Pledge, Water Pulse, Waterfall"
0818,Inteleon,Water,,530,70,85,65,125,65,45.2 kg (99.6 lbs),Torrent,,Sniper,"Acrobatics, Agility, Air Cutter, Air Slash, Aqua Jet, Aqua Ring, Baton Pass, Bind, Blizzard, Chilling Water, Dark Pulse, Double Team, Endure, Facade, Fell Stinger, Fling, Giga Impact, Growl, Haze, Hydro Cannon, Hydro Pump, Hyper Beam, Ice Beam, Ice Shard, Icy Wind, Light Screen, Liquidation, Metronome, Mist, Mud Shot, Pound, Protect, Rain Dance, Reflect, Rest, Shadow Ball, Sleep Talk, Snipe Shot, Snowscape, Soak, Substitute, Sucker Punch, Surf, Swift, Swords Dance, Take Down, Taunt, Tearful Look, Tera Blast, U-turn, Water Gun, Water Pledge, Water Pulse, Waterfall"
0819,Skwovet,Normal,,275,70,55,55,35,35,2.5 kg (5.5 lbs),Cheek Pouch,,Gluttony,"Amnesia, Belch, Belly Drum, Bite, Body Slam, Bullet Seed, Counter, Crunch, Defense Curl, Dig, Endure, Facade, Fling, Hyper Voice, Last Resort, Mud Shot, Mud-Slap, Protect, Rest, Rollout, Seed Bomb, Sleep Talk, Spit Up, Stockpile, Stuff Cheeks, Substitute, Super Fang, Swallow, Tackle, Tail Whip, Take Down, Tera Blast, Thief, Trailblaze"
0820,Greedent,Normal,,460,120,95,95,55,75,6.0 kg (13.2 lbs),Cheek Pouch,,Gluttony,"Amnesia, Belch, Belly Drum, Bite, Body Press, Body Slam, Bulldoze, Bullet Seed, Counter, Covet, Crunch, Defense Curl, Dig, Earthquake, Endure, Facade, Fire Fang, Fling, Giga Impact, Hyper Beam, Hyper Voice, Ice Fang, Last Resort, Mud Shot, Mud-Slap, Protect, Psychic Fangs, Rain Dance, Rest, Rollout, Seed Bomb, Sleep Talk, Spit Up, Stockpile, Stomping Tantrum, Stuff Cheeks, Substitute, Sunny Day, Super Fang, Swallow, Swords Dance, Tackle, Tail Whip, Take Down, Tera Blast, Thief, Thunder Fang, Wild Charge"
0821,Rookidee,Flying,,245,38,47,35,33,35,1.8 kg (4.0 lbs),Keen Eye,Unnerve,Big Pecks,"Aerial Ace, Agility, Air Cutter, Air Slash, Brave Bird, Defog, Drill Peck, Endure, Facade, Fake Tears, Fly, Fury Attack, Hone Claws, Leer, Nasty Plot, Peck, Pluck, Power Trip, Protect, Rest, Reversal, Rock Smash, Roost, Sand Attack, Scary Face, Sky Attack, Sleep Talk, Spite, Substitute, Swagger, Swift, Tailwind, Take Down, Taunt, Tera Blast, Thief, U-turn"
0822,Corvisquire,Flying,,365,68,67,55,43,55,16.0 kg (35.3 lbs),Keen Eye,Unnerve,Big Pecks,"Aerial Ace, Agility, Air Cutter, Air Slash, Brave Bird, Defog, Drill Peck, Endure, Facade, Fake Tears, Fly, Fury Attack, Hone Claws, Hurricane, Leer, Nasty Plot, Peck, Pluck, Power Trip, Protect, Rest, Reversal, Rock Smash, Roost, Sand Attack, Scary Face, Sky Attack, Sleep Talk, Spite, Substitute, Sunny Day, Swagger, Swift, Tailwind, Take Down, Taunt, Tera Blast, Thief, U-turn"
0823,Corviknight,Flying,Steel,495,98,87,105,53,85,75.0 kg (165.3 lbs),Pressure,Unnerve,Mirror Armor,"Aerial Ace, Agility, Air Cutter, Air Slash, Body Press, Body Slam, Brave Bird, Bulk Up, Defog, Drill Peck, Endure, Facade, Fake Tears, Flash Cannon, Fly, Fury Attack, Giga Impact, Heavy Slam, Hone Claws, Hurricane, Hyper Beam, Iron Defense, Iron Head, Leer, Light Screen, Metal Claw, Metal Sound, Nasty Plot, Peck, Pluck, Power Trip, Protect, Rain Dance, Reflect, Rest, Reversal, Rock Smash, Roost, Sand Attack, Scary Face, Screech, Sky Attack, Sleep Talk, Spite, Steel Beam, Steel Wing, Substitute, Sunny Day, Swagger, Swift, Tailwind, Take Down, Taunt, Tera Blast, Thief, U-turn"
0824,Blipbug,Bug,,180,25,20,20,25,45,8.0 kg (17.6 lbs),Swarm,Compound Eyes,Telepathy,"Infestation, Recover, Sticky Web, Struggle Bug, Supersonic"
0825,Dottler,Bug,Psychic,335,50,35,80,50,90,19.5 kg (43.0 lbs),Swarm,Compound Eyes,Telepathy,"Confusion, Expanding Force, Infestation, Light Screen, Recover, Reflect, Sticky Web, Struggle Bug, Supersonic"
0826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,40.8 kg (89.9 lbs),Swarm,Frisk,Telepathy,"After You, Agility, Ally Switch, Attract, Bug Buzz, Calm Mind, Confuse Ray, Confusion, Expanding Force, Facade, Giga Drain, Giga Impact, Guard Swap, Helping Hand, Hyper Beam, Hypnosis, Imprison, Infestation, Light Screen, Magic Coat, Magic Room, Mirror Coat, Payback, Power Swap, Protect, Psybeam, Psychic, Psychic Terrain, Psycho Cut, Recover, Reflect, Rest, Round, Safeguard, Snore, Solar Beam, Sticky Web, Struggle Bug, Supersonic, Trick Room, U-turn, Wonder Room"
0827,Nickit,Dark,,245,40,28,28,47,52,8.9 kg (19.6 lbs),Run Away,Unburden,Stakeout,"Assurance, Attract, Beat Up, Dig, Facade, Fake Tears, Foul Play, Hone Claws, Howl, Knock Off, Lash Out, Mud Shot, Nasty Plot, Night Slash, Protect, Quick Attack, Quick Guard, Rest, Round, Screech, Snarl, Snore, Sucker Punch, Swift, Tail Slap, Tail Whip, Thief, Torment"
0828,Thievul,Dark,,455,70,58,58,87,92,19.9 kg (43.9 lbs),Run Away,Unburden,Stakeout,"Assurance, Beat Up, Burning Jealousy, Foul Play, Hone Claws, Howl, Knock Off, Lash Out, Nasty Plot, Night Slash, Parting Shot, Quick Attack, Quick Guard, Snarl, Sucker Punch, Tail Slap, Tail Whip, Thief, Torment"
0829,Gossifleur,Grass,,250,40,40,60,40,60,2.2 kg (4.9 lbs),Cotton Down,Regenerator,Effect Spore,"Aromatherapy, Attract, Bullet Seed, Charm, Facade, Giga Drain, Grassy Glide, Grassy Terrain, Growth, Helping Hand, Hyper Voice, Leaf Storm, Leaf Tornado, Leafage, Leech Seed, Light Screen, Magical Leaf, Poison Powder, Protect, Rapid Spin, Razor Leaf, Rest, Round, Sing, Sleep Powder, Snore, Solar Beam, Stun Spore, Sunny Day, Sweet Scent, Synthesis, Worry Seed"
0830,Eldegoss,Grass,,460,60,50,90,80,120,2.5 kg (5.5 lbs),Cotton Down,Regenerator,Effect Spore,"Aromatherapy, Cotton Guard, Cotton Spore, Grassy Glide, Growth, Hyper Voice, Leaf Storm, Leaf Tornado, Leafage, Leech Seed, Poison Powder, Rapid Spin, Razor Leaf, Round, Sing, Sleep Powder, Stun Spore, Sweet Scent, Synthesis, Worry Seed"
0831,Wooloo,Normal,,270,42,40,55,40,45,6.0 kg (13.2 lbs),Fluffy,Run Away,Bulletproof,"Attract, Copycat, Cotton Guard, Counter, Defense Curl, Double Kick, Double-Edge, Facade, Grassy Glide, Growl, Guard Split, Guard Swap, Headbutt, Payback, Protect, Rest, Reversal, Round, Snore, Stomp, Swagger, Tackle, Take Down, Thunder Wave"
0832,Dubwool,Normal,,490,72,80,100,60,90,43.0 kg (94.8 lbs),Fluffy,Steadfast,Bulletproof,"Attract, Bounce, Copycat, Cotton Guard, Counter, Defense Curl, Double Kick, Double-Edge, Facade, Giga Impact, Grassy Glide, Growl, Guard Split, Guard Swap, Headbutt, Hyper Beam, Last Resort, Mega Kick, Payback, Protect, Rest, Retaliate, Reversal, Round, Snore, Stomp, Swagger, Tackle, Take Down, Thunder Wave"
0833,Chewtle,Water,,284,50,64,50,38,38,8.5 kg (18.7 lbs),Strong Jaw,Shell Armor,Swift Swim,"Bite, Body Slam, Chilling Water, Counter, Crunch, Dragon Tail, Endure, Facade, False Swipe, Gastro Acid, Headbutt, Hydro Pump, Ice Fang, Jaw Lock, Liquidation, Mud Shot, Poison Jab, Protect, Rain Dance, Rest, Scary Face, Shell Smash, Sleep Talk, Stomping Tantrum, Substitute, Surf, Tackle, Take Down, Tera Blast, Water Gun, Water Pulse, Waterfall"
0834,Drednaw,Water,Rock,485,90,115,90,48,68,115.5 kg (254.6 lbs),Strong Jaw,Shell Armor,Swift Swim,"Bite, Blizzard, Body Press, Body Slam, Bulldoze, Chilling Water, Counter, Crunch, Dig, Dragon Tail, Earth Power, Earthquake, Endure, Facade, False Swipe, Gastro Acid, Giga Impact, Head Smash, Headbutt, Hydro Pump, Hyper Beam, Ice Beam, Ice Fang, Ice Spinner, Iron Defense, Jaw Lock, Liquidation, Mud Shot, Poison Jab, Protect, Rain Dance, Razor Shell, Rest, Rock Blast, Rock Polish, Rock Slide, Rock Tomb, Sandstorm, Scary Face, Shell Smash, Sleep Talk, Smart Strike, Stealth Rock, Stomping Tantrum, Stone Edge, Substitute, Surf, Swords Dance, Tackle, Take Down, Tera Blast, Water Gun, Water Pulse, Waterfall"
0835,Yamper,Electric,,270,59,45,50,40,50,13.5 kg (29.8 lbs),Ball Fetch,,Rattled,"Attract, Bite, Charge, Charm, Crunch, Dig, Discharge, Double-Edge, Facade, Fire Fang, Flame Charge, Helping Hand, Howl, Nuzzle, Play Rough, Protect, Rest, Rising Voltage, Roar, Round, Sand Attack, Snarl, Snore, Spark, Swift, Tackle, Tail Whip, Thunder Fang, Thunder Wave, Volt Switch, Wild Charge"
0836,Boltund,Electric,,490,69,90,60,90,60,34.0 kg (75.0 lbs),Strong Jaw,,Competitive,"Attract, Bite, Charge, Charm, Crunch, Dig, Discharge, Double-Edge, Eerie Impulse, Electric Terrain, Electrify, Facade, Fire Fang, Flame Charge, Giga Impact, Helping Hand, Howl, Hyper Beam, Nuzzle, Play Rough, Protect, Rest, Rising Voltage, Roar, Round, Sand Attack, Snarl, Snore, Spark, Swift, Tackle, Tail Whip, Thunder Fang, Thunder Wave, Volt Switch, Wild Charge"
0837,Rolycoly,Rock,,240,30,40,50,40,50,12.0 kg (26.5 lbs),Steam Engine,Heatproof,Flash Fire,"Ancient Power, Block, Body Slam, Bulldoze, Dig, Endure, Explosion, Facade, Heat Crash, Incinerate, Iron Defense, Iron Head, Mud-Slap, Power Gem, Protect, Rapid Spin, Reflect, Rest, Rock Blast, Rock Polish, Rock Slide, Rock Tomb, Sandstorm, Sleep Talk, Smack Down, Smokescreen, Spikes, Stealth Rock, Stone Edge, Substitute, Tackle, Take Down, Tera Blast, Will-O-Wisp"
0838,Carkol,Rock,Fire,410,80,60,90,60,70,78.0 kg (172.0 lbs),Steam Engine,Flame Body,Flash Fire,"Ancient Power, Block, Body Press, Body Slam, Bulldoze, Dig, Endure, Explosion, Facade, Fire Blast, Fire Spin, Flame Charge, Flamethrower, Flare Blitz, Heat Crash, Heat Wave, Heavy Slam, Incinerate, Iron Defense, Iron Head, Mud-Slap, Overheat, Power Gem, Protect, Rapid Spin, Reflect, Rest, Rock Blast, Rock Polish, Rock Slide, Rock Tomb, Sandstorm, Sleep Talk, Smack Down, Smokescreen, Spikes, Stealth Rock, Stone Edge, Substitute, Sunny Day, Tackle, Take Down, Tera Blast, Will-O-Wisp"
0839,Coalossal,Rock,Fire,510,110,80,120,80,90,310.5 kg (684.5 lbs),Steam Engine,Flame Body,Flash Fire,"Ancient Power, Block, Body Press, Body Slam, Bulldoze, Dig, Earth Power, Earthquake, Endure, Explosion, Facade, Fire Blast, Fire Punch, Fire Spin, Flame Charge, Flamethrower, Flare Blitz, Giga Impact, Heat Crash, Heat Wave, Heavy Slam, Hyper Beam, Incinerate, Iron Defense, Iron Head, Mud-Slap, Overheat, Power Gem, Protect, Rapid Spin, Reflect, Rest, Rock Blast, Rock Polish, Rock Slide, Rock Tomb, Sandstorm, Sleep Talk, Smack Down, Smokescreen, Solar Beam, Spikes, Stealth Rock, Stone Edge, Substitute, Sunny Day, Tackle, Take Down, Tar Shot, Tera Blast, Will-O-Wisp"
0840,Applin,Grass,Dragon,260,40,40,80,40,40,0.5 kg (1.1 lbs),Ripen,Gluttony,Bulletproof,"Astonish, Defense Curl, Pounce, Recycle, Rollout, Sucker Punch, Tera Blast, Withdraw"
0841,Flapple,Grass,Dragon,485,70,110,80,95,60,1.0 kg (2.2 lbs),Ripen,Gluttony,Hustle,"Acid Spray, Acrobatics, Aerial Ace, Air Slash, Astonish, Bullet Seed, Defense Curl, Draco Meteor, Dragon Breath, Dragon Dance, Dragon Pulse, Dragon Rush, Endure, Energy Ball, Facade, Fly, Giga Drain, Giga Impact, Grass Knot, Grassy Terrain, Grav Apple, Growth, Heavy Slam, Hyper Beam, Iron Defense, Leaf Storm, Leech Seed, Magical Leaf, Outrage, Pounce, Protect, Recycle, Rest, Rollout, Scary Face, Seed Bomb, Sleep Talk, Solar Beam, Substitute, Sucker Punch, Sunny Day, Take Down, Tera Blast, Trailblaze, Twister, U-turn, Wing Attack, Withdraw"
0842,Appletun,Grass,Dragon,485,110,85,80,100,80,13.0 kg (28.7 lbs),Ripen,Gluttony,Thick Fat,"Amnesia, Apple Acid, Astonish, Body Press, Body Slam, Bulldoze, Bullet Seed, Curse, Defense Curl, Draco Meteor, Dragon Pulse, Dragon Tail, Earthquake, Endure, Energy Ball, Facade, Giga Drain, Giga Impact, Grass Knot, Grassy Terrain, Growth, Headbutt, Heavy Slam, Helping Hand, Hyper Beam, Iron Defense, Iron Head, Leaf Storm, Leech Seed, Light Screen, Magical Leaf, Outrage, Pounce, Protect, Rain Dance, Recover, Recycle, Reflect, Rest, Rollout, Seed Bomb, Sleep Talk, Solar Beam, Stomp, Stomping Tantrum, Substitute, Sucker Punch, Sunny Day, Sweet Scent, Take Down, Tera Blast, Trailblaze, Withdraw, Zen Headbutt"
0843,Silicobra,Ground,,315,52,57,75,35,50,7.6 kg (16.8 lbs),Sand Spit,Shed Skin,Sand Veil,"Belch, Body Slam, Brutal Swing, Bulldoze, Coil, Dig, Dragon Rush, Drill Run, Earth Power, Earthquake, Endure, Facade, Glare, Headbutt, Last Resort, Minimize, Mud Shot, Mud-Slap, Poison Tail, Protect, Rest, Rock Blast, Rock Slide, Rock Tomb, Sand Attack, Sand Tomb, Sandstorm, Scary Face, Slam, Sleep Talk, Stealth Rock, Stone Edge, Substitute, Take Down, Tera Blast, Wrap"
0844,Sandaconda,Ground,,510,72,107,125,65,70,65.5 kg (144.4 lbs),Sand Spit,Shed Skin,Sand Veil,"Belch, Body Press, Body Slam, Brutal Swing, Bulldoze, Coil, Dig, Dragon Rush, Drill Run, Earth Power, Earthquake, Endure, Facade, Fire Fang, Giga Impact, Glare, Headbutt, Hurricane, Hyper Beam, Iron Defense, Iron Head, Last Resort, Minimize, Mud Shot, Mud-Slap, Outrage, Poison Tail, Protect, Rest, Rock Blast, Rock Slide, Rock Tomb, Sand Attack, Sand Tomb, Sandstorm, Scary Face, Skull Bash, Slam, Sleep Talk, Stealth Rock, Stone Edge, Substitute, Take Down, Tera Blast, Thunder Fang, Wrap, Zen Headbutt"
0845,Cramorant,Flying,Water,475,70,85,55,85,95,18.0 kg (39.7 lbs),Gulp Missile,,,"Aerial Ace, Air Slash, Amnesia, Aqua Ring, Assurance, Attract, Belch, Defog, Dive, Drill Peck, Dual Wingbeat, Facade, Feather Dance, Fly, Fury Attack, Giga Impact, Hydro Pump, Hyper Beam, Icy Wind, Peck, Pluck, Protect, Rain Dance, Rest, Roost, Round, Snore, Spit Up, Steel Wing, Stockpile, Swallow, Thief, Thrash, Water Gun, Weather Ball, Whirlpool"
0846,Arrokuda,Water,,280,41,63,40,40,30,1.0 kg (2.2 lbs),Swift Swim,,Propeller Tail,"Acupressure, Agility, Aqua Jet, Bite, Brick Break, Chilling Water, Close Combat, Crunch, Dive, Double-Edge, Drill Run, Endure, Facade, Focus Energy, Fury Attack, Hydro Pump, Ice Fang, Laser Focus, Liquidation, Night Slash, Peck, Protect, Psychic Fangs, Rain Dance, Rest, Slash, Sleep Talk, Substitute, Surf, Swift, Take Down, Tera Blast, Thrash, Water Pulse, Waterfall"
0847,Barraskewda,Water,,490,61,123,60,60,50,30.0 kg (66.1 lbs),Swift Swim,,Propeller Tail,"Acupressure, Agility, Aqua Jet, Bite, Blizzard, Brick Break, Chilling Water, Close Combat, Crunch, Dive, Double-Edge, Drill Run, Endure, Facade, Focus Energy, Fury Attack, Giga Impact, Hydro Pump, Hyper Beam, Ice Beam, Ice Fang, Laser Focus, Liquidation, Night Slash, Peck, Poison Jab, Protect, Psychic Fangs, Rain Dance, Rest, Scary Face, Slash, Sleep Talk, Substitute, Surf, Swift, Take Down, Tera Blast, Thrash, Throat Chop, Water Pulse, Waterfall"
0848,Toxel,Electric,Poison,242,40,38,35,54,35,11.0 kg (24.3 lbs),Rattled,Static,Klutz,"Acid, Belch, Charm, Encore, Endeavor, Endure, Facade, Flail, Growl, Metal Sound, Nuzzle, Protect, Rest, Sleep Talk, Substitute, Tearful Look, Tera Blast"
